HIP     Vmag    RA             DE       Plx     pmRA     pmDE   e_Plx   B-V
108594  11.97   329.973731  -62.104378  23.51   86.83   -9.31   3.25    1.420
108598  9.57    329.985819  -54.654648  22.95   -54.83  -92.17  1.38    0.711
108602  7.54    330.009495  54.107612   21.27   -21.43  -20.97  0.69    0.553
108634  9.44    330.117173  33.680007   20.40   -245.88 -247.94 1.50    0.946
108761  8.00    330.475373  4.770704    21.86   69.08   -101.27 1.11    0.687
108787  9.01    330.565108  -54.492293  21.09   145.28  -67.87  1.40    0.847
108806  8.06    330.627723  11.371145   21.36   154.47  67.13   1.15    0.576
108820  12.10   330.687371  8.328606    21.75   20.52   -149.60 4.00    1.437
108821  9.84    330.691967  -12.216881  20.03   46.06   -207.23 4.98    0.737
108822  11.98   330.693464  12.125090   22.95   -28.25  -354.45 4.25    
108836  10.99   330.721192  -3.793908   23.98   -121.12 -188.21 2.85    1.140
108859  7.65    330.794810  18.884363   21.24   28.90   -18.37  1.00    0.594
108903  6.88    330.897901  -55.976731  20.76   -241.03 -94.62  0.82    0.564
108912  7.87    330.926239  -60.437464  23.29   105.70  2.45    0.98    0.617
108962  10.93   331.128747  5.775981    20.32   212.11  -2.32   2.39    1.243
109037  8.86    331.331116  -23.438302  20.21   11.09   -93.25  1.24    0.670
109040  10.81   331.339052  29.548877   21.82   178.84  -79.90  1.95    
109058  9.07    331.396364  -9.897255   20.01   85.85   -22.31  1.28    0.754
109067  9.55    331.419096  12.377708   21.52   200.55  -420.89 1.59    0.672
109122  7.12    331.554355  -14.895992  21.53   226.28  -7.39   0.97    0.445
109149  10.26   331.645324  -34.408452  21.10   63.89   -31.08  1.89    1.020
109214  6.99    331.876373  -68.023352  22.49   -238.93 -54.43  0.72    0.585
109237  9.54    331.950550  37.617015   24.99   86.37   -158.20 2.26    0.876
109262  10.52   332.041013  -51.217927  20.32   339.60  -142.73 1.94    1.186
109303  6.11    332.170258  45.742138   23.79   -52.48  47.88   0.59    0.763
109316  6.91    332.197386  -13.300437  20.40   95.63   -10.56  0.90    0.469
109361  7.45    332.343552  35.129388   23.47   49.12   -34.61  0.78    0.561
109381  7.83    332.393703  -41.224717  22.85   158.69  -71.49  0.96    0.660
109403  9.55    332.468698  52.589102   23.88   -197.37 -243.68 1.09    0.900
109450  7.57    332.608103  18.797175   20.58   353.19  -29.57  0.78    0.618
109468  9.57    332.647094  -40.411637  20.63   148.99  -60.75  1.48    0.960
109479  7.49    332.682391  71.128429   23.70   54.09   -73.84  0.55    0.631
109490  8.02    332.710764  15.708275   22.24   25.37   -21.13  1.00    0.598
109528  11.07   332.800685  -12.861465  24.11   79.72   -99.06  2.10    1.320
109601  10.16   333.027717  31.562422   24.11   -345.06 -418.84 1.50    1.167
109612  9.66    333.070109  -54.977811  20.39   111.45  -65.02  1.56    0.955
109624  6.04    333.107257  -14.193841  23.00   26.09   -47.47  0.90    0.386
109655  9.74    333.200696  -56.419130  22.22   -42.28  -274.20 1.64    1.010
109842  7.00    333.699909  24.314911   20.72   63.77   18.51   0.76    0.480
109918  9.66    333.935102  -18.144333  20.60   161.45  -159.68 1.49    0.903
110014  7.16    334.234450  -14.656928  21.96   2.78    -20.37  1.05    0.476
110084  8.61    334.477317  -32.478344  22.54   162.57  -203.08 1.18    0.717
110091  6.39    334.517903  -0.237523   24.11   -41.39  -54.73  0.92    0.441
110106  11.20   334.554451  -3.172204   22.72   216.95  10.46   2.34    1.399
110190  10.55   334.801995  36.908986   21.92   -192.51 -1.24   1.73    0.951
110205  7.98    334.854433  12.460031   23.88   66.56   -98.29  0.98    0.666
110218  10.30   334.892196  21.366669   20.12   370.21  204.07  1.71    1.586
110219  7.28    334.893272  -16.704157  22.36   39.85   -82.26  0.91    0.526
110309  7.41    335.144343  54.842028   21.02   201.48  -84.00  0.61    0.497
110339  7.43    335.214403  46.062367   20.31   4.79    -50.76  0.68    0.474
110340  8.65    335.232068  -41.430135  21.12   55.47   13.84   1.20    0.663
110395  3.86    335.413750  -1.387353   20.67   129.24  8.90    1.71    -0.057
110506  5.62    335.782463  -45.928347  24.62   233.33  -57.92  0.70    0.372
110626  8.03    336.157150  39.430525   21.88   192.38  92.42   0.95    0.678
110642  10.27   336.198463  34.723777   22.90   -190.01 -25.88  1.77    1.185
110663  8.63    336.267348  -13.998210  23.97   169.22  -41.18  1.07    0.770
110692  10.55   336.402197  -34.909509  24.49   25.02   -30.58  1.97    1.210
110695  9.51    336.418440  -24.728733  23.63   22.06   -33.69  1.40    0.925
110773  9.32    336.634131  79.815315   22.83   42.06   -176.04 0.81    0.914
110776  9.70    336.639115  4.609571    21.67   223.91  82.67   1.44    0.821
110797  10.25   336.708099  -54.756155  21.59   27.77   -192.93 4.76    1.210
110882  4.78    336.964488  4.696411    20.39   77.29   -307.36 0.78    1.039
110911  8.50    337.055110  23.532670   21.59   38.52   -40.03  2.01    0.851
110935  5.56    337.156005  -67.488887  22.96   151.41  -70.67  0.60    0.208
111029  8.41    337.394085  52.390138   23.23   166.25  45.83   0.85    0.716
111045  5.95    337.441420  -27.107235  23.76   119.31  -20.31  0.81    0.362
111063  8.16    337.494842  -16.468528  21.66   58.50   -77.92  1.36    0.599
111143  6.81    337.752035  -49.432799  24.54   -135.16 -194.06 0.81    0.603
111148  7.68    337.774460  45.145012   23.14   -176.51 34.98   0.82    0.649
111188  4.29    337.876207  -32.346028  21.99   59.64   -18.70  0.78    0.011
111407  8.84    338.544505  -43.067821  20.44   140.71  38.58   1.22    0.817
111473  8.66    338.774447  11.882199   23.10   -335.37 -326.10 1.14    0.866
111478  8.01    338.796705  -72.551743  21.06   -134.42 90.02   0.77    0.563
111496  9.36    338.838338  64.381381   22.45   200.62  29.07   1.15    0.842
111520  10.23   338.916780  -28.132743  21.75   193.73  -158.94 2.49    1.256
111553  7.95    338.985171  -59.864261  20.98   -108.27 -85.39  0.98    0.614
111629  8.93    339.212121  -35.456273  21.87   -73.20  -63.29  1.28    0.860
111640  9.58    339.239029  -18.886996  20.22   118.08  -42.99  1.32    0.794
111657  10.59   339.287032  11.984527   23.30   -248.61 -188.71 1.78    1.271
111680  9.62    339.362612  23.937919   20.12   86.65   -24.69  2.23    1.080
111698  10.67   339.402164  -28.090810  24.90   334.15  -211.86 1.94    1.290
111723  7.86    339.467986  14.986853   20.45   36.35   -156.15 1.04    0.576
111742  10.13   339.532843  -25.141284  22.14   -110.78 -76.84  2.14    1.005
111755  10.42   339.584887  -44.144261  24.45   117.99  -3.39   1.87    1.350
111808  11.63   339.708832  4.969764    24.60   86.65   74.70   3.48    1.410
111824  11.64   339.745071  -36.533281  22.13   -187.09 -227.47 4.96    1.278
111854  10.74   339.857991  57.324217   24.86   -128.91 -280.73 1.45    1.281
111942  9.83    340.125911  43.013496   23.29   96.86   -132.67 1.42    1.094
112049  9.39    340.432256  -83.463797  23.29   39.11   -40.85  0.94    0.972
112073  11.99   340.506806  9.769176    22.84   15.85   22.46   3.40    1.326
112113  8.10    340.645772  -73.241664  20.40   157.61  -279.58 0.83    0.735
112135  10.60   340.716638  -4.998326   24.85   15.22   -357.25 2.52    1.145
112219  7.99    340.917933  30.092454   22.27   239.73  23.50   0.97    0.703
112222  6.51    340.927872  10.939786   24.86   9.80    -171.17 0.93    0.502
112229  7.41    340.960958  3.886034    23.66   150.64  331.61  0.97    0.515
112354  9.81    341.366088  11.192341   24.37   13.82   -162.90 3.30    1.131
112379  10.46   341.414912  45.389691   24.47   332.22  74.17   3.45    1.240
112405  4.13    341.515514  -81.381617  23.23   -55.35  0.88    0.50    0.208
112441  8.96    341.653382  -56.599386  22.97   -54.23  -60.88  1.25    0.953
112512  6.80    341.854626  -17.550754  21.59   105.95  -0.86   0.86    0.500
112595  8.04    342.058623  41.532832   21.65   -157.01 -137.29 0.97    0.664
112648  10.67   342.221084  -28.833573  23.03   -170.09 -242.43 2.04    1.358
112662  9.92    342.242655  -3.338708   22.03   254.12  -109.96 1.93    0.876
112823  11.55   342.725137  36.066358   22.39   -372.36 -120.20 7.56    
112829  8.46    342.746741  54.142600   25.00   -190.75 -103.96 0.81    0.817
112892  10.22   342.925222  -56.490931  21.79   225.77  48.65   23.20   0.754
112908  8.75    342.963271  -46.776896  23.18   -2.03   -50.95  2.78    0.925
112951  9.37    343.137615  76.027631   21.14   288.37  112.46  0.82    0.888
113010  9.36    343.298696  -37.839011  21.08   118.58  -66.10  2.10    0.875
113076  7.61    343.508713  34.199280   23.50   -73.88  -236.01 0.88    0.493
113086  7.02    343.531038  19.892371   22.89   -61.61  -135.54 0.86    0.530
113100  8.29    343.567412  -45.888581  20.32   71.91   -43.92  1.17    0.590
113103  9.95    343.572361  -43.010414  22.40   1.89    26.59   1.47    0.969
113136  3.27    343.662664  -15.820760  20.44   -44.08  -24.81  2.26    0.066
113148  5.53    343.690020  -16.271742  23.27   -223.65 -88.58  0.80    1.111
113159  6.76    343.728096  -22.368459  24.67   60.18   -202.36 0.81    0.469
113174  5.91    343.760766  37.076805   24.24   88.52   9.25    0.68    0.397
113190  6.67    343.817475  -48.491886  21.47   -226.02 55.73   0.80    0.458
113191  7.04    343.818108  -48.465946  21.58   -226.19 60.52   1.70    0.560
113302  10.38   344.177940  29.504291   23.13   248.21  16.44   1.67    1.235
113355  7.73    344.357896  -3.157129   22.41   45.25   -122.96 0.91    0.549
113438  7.67    344.624179  9.825525    22.87   129.81  5.89    1.03    0.617
113454  7.67    344.651448  -45.519456  22.68   73.22   52.87   1.59    0.644
113477  8.76    344.720160  69.029868   24.52   593.24  299.10  0.77    0.782
113495  10.91   344.774430  15.548154   23.12   160.29  -77.76  4.11    1.511
113514  8.35    344.830234  12.192714   20.59   334.25  -153.81 1.18    0.580
113535  10.98   344.911870  41.054187   20.90   -205.37 -201.67 2.20    1.200
113596  10.55   345.109134  -53.227236  23.71   -132.09 -228.86 1.84    1.192
113628  9.88    345.194670  76.609819   20.23   131.03  -0.77   1.15    0.880
113698  9.77    345.413251  25.788352   21.10   219.51  -173.60 1.41    1.005
113699  7.06    345.413955  4.461404    23.23   78.59   -104.03 2.62    0.586
113712  11.04   345.446896  5.179104    21.67   -63.87  -82.45  2.53    1.157
113760  10.71   345.567442  -42.971116  24.70   69.78   -157.10 4.36    1.577
113782  11.51   345.636479  5.718323    20.95   91.40   -84.04  3.26    1.350
113785  8.85    345.644379  29.805056   22.39   -122.30 3.10    1.23    0.852
113894  12.27   345.982068  10.817123   21.64   133.41  195.94  4.11    1.410
113905  8.12    346.008174  74.477338   20.49   107.38  33.99   0.66    0.632
113963  2.49    346.190070  15.205368   23.36   61.10   -42.56  0.76    -0.002
113968  11.96   346.214340  -49.989659  21.33   64.21   -389.05 3.65    1.613
113980  7.07    346.250298  4.225796    21.94   153.93  -161.72 0.92    0.472
113994  6.43    346.276656  16.563350   24.78   -186.48 -210.97 0.94    0.886
114007  9.62    346.334364  -6.668418   24.39   -172.51 -201.31 1.75    0.988
114081  6.16    346.575009  18.517614   23.16   224.28  62.18   0.88    0.482
114099  10.71   346.636696  69.872200   21.20   216.98  44.12   1.45    1.027
114112  7.67    346.663324  -43.503680  24.96   -49.97  -23.93  0.92    0.606
114131  4.28    346.719869  -43.520324  24.51   -48.35  -13.98  0.75    0.423
114294  10.90   347.218481  6.561211    24.92   102.46  -39.76  2.24    1.370
114417  10.91   347.585640  50.628291   24.28   -251.55 -319.47 1.72    1.250
114420  7.29    347.587823  49.018196   21.61   236.48  51.96   0.89    0.674
114443  9.55    347.659726  -45.456276  21.47   244.84  -143.00 1.32    0.920
114458  9.01    347.711014  0.410390    22.57   -22.77  -271.19 1.33    0.854
114460  8.69    347.714874  -69.031764  22.35   -224.73 -31.83  0.95    0.753
114512  7.21    347.912267  47.099097   20.90   -249.51 -164.53 0.72    0.694
114543  9.55    348.027174  26.929691   21.13   146.14  -122.52 2.14    1.050
114561  9.42    348.090721  52.092768   21.55   342.56  -47.51  1.12    0.990
114670  7.37    348.450910  15.367808   21.68   22.00   -72.63  0.84    0.561
114736  11.01   348.631682  -53.957799  20.77   49.21   -59.90  2.73    1.270
114823  11.21   348.894509  1.791331    24.51   134.07  -11.76  2.74    1.156
114834  6.76    348.917324  1.308377    22.51   188.89  -51.24  1.68    0.537
114855  4.24    348.971987  -9.087696   21.97   368.56  -17.02  0.89    1.107
114863  6.57    348.990944  24.770940   23.25   95.33   2.03    0.75    0.415
114971  3.70    349.289557  3.282245    24.92   760.35  17.96   0.89    0.916
115162  8.94    349.914584  42.252892   20.26   78.53   -67.36  1.26    0.749
115220  6.64    350.065340  -3.918875   20.96   287.25  -109.96 0.85    0.520
115280  5.77    350.221536  38.182475   23.59   129.56  -61.21  0.77    0.468
115344  10.17   350.453331  -36.901070  20.20   123.76  -147.23 1.65    1.001
115411  8.68    350.680627  -19.690102  22.08   -227.47 -179.97 1.16    0.700
115430  10.03   350.728901  -24.035126  24.30   92.99   26.67   1.86    0.950
115438  3.96    350.742923  -20.100345  20.14   -120.27 -96.70  0.72    1.082
115473  9.30    350.877239  45.788544   23.39   178.41  -10.78  4.09    1.095
115547  6.88    351.078570  -72.165085  23.86   -17.08  -45.60  0.62    0.541
115577  7.59    351.175549  -52.701495  23.01   -18.35  -157.36 0.93    0.692
115618  11.47   351.324093  3.141582    23.03   61.09   -359.94 6.42    1.285
115662  7.74    351.470838  -20.615596  22.11   -14.70  -178.42 0.92    0.603
115697  7.10    351.614287  8.644386    20.65   26.95   -222.83 1.04    0.602
115738  4.95    351.732939  1.255838    20.12   85.60   -94.43  0.79    0.036
115830  4.27    351.992366  6.379097    20.54   -123.83 -43.26  0.80    1.062
115937  11.15   352.346999  -45.622285  20.68   148.80  -181.98 2.57    1.290
115953  6.26    352.383234  -4.532183   20.44   179.73  -231.95 0.86    1.123
116033  7.53    352.667121  -24.196141  24.16   57.64   28.64   0.94    0.636
116277  6.81    353.394332  17.818771   20.74   255.89  24.28   0.80    0.666
116351  9.05    353.649545  34.039089   21.01   360.65  166.57  1.20    0.792
116352  8.28    353.652815  -16.993545  20.82   141.08  127.29  1.24    0.613
116460  9.70    353.970136  -46.163102  24.44   -215.82 -345.73 1.63    1.160
116519  9.31    354.189618  -17.236815  20.61   446.84  4.65    1.53    0.904
116740  7.04    354.878213  28.245954   20.27   303.04  227.05  0.76    0.658
116748  8.17    354.913957  -69.195587  21.64   79.04   -67.11  1.32    0.780
116758  4.97    354.945987  -14.222043  24.38   51.80   -55.58  0.85    0.257
116824  6.24    355.168608  36.720711   22.63   234.51  23.57   0.81    0.424
116852  7.11    355.284466  -32.071330  22.13   114.41  30.09   0.83    0.667
116906  7.68    355.465063  -5.985487   23.84   -145.41 -111.10 1.11    0.648
116907  11.98   355.466514  14.107274   21.63   180.87  -68.48  3.96    1.431
116960  10.45   355.630104  80.638379   20.11   158.75  37.30   1.16    1.232
116971  4.49    355.680354  -14.544742  21.16   98.35   -66.78  0.87    -0.032
116973  10.09   355.683200  -19.881902  23.75   -244.13 -281.43 2.00    1.085
116984  8.65    355.735546  0.239677    22.85   36.64   22.60   1.48    0.810
117029  7.14    355.860886  58.079128   22.01   390.05  481.19  0.65    0.645
117036  11.27   355.883451  -24.287265  21.73   -76.30  -221.36 2.69    1.190
117105  6.06    356.104180  -70.490376  21.77   245.19  61.31   0.57    0.910
117164  8.66    356.307825  8.230860    21.52   178.53  -8.55   2.51    0.761
117177  10.15   356.351842  39.123615   20.08   267.80  -94.89  1.43    1.041
117235  11.78   356.575039  10.278884   21.67   -88.55  -252.44 3.17    1.376
117236  7.48    356.576583  9.785516    22.20   -51.55  -183.74 0.94    0.582
117288  9.37    356.732116  -31.981676  24.25   128.52  -55.41  1.46    0.940
117320  6.89    356.838181  -48.275068  24.21   -383.98 -212.97 0.76    0.659
117336  11.83   356.877596  18.223466   24.90   269.03  -28.26  3.00    1.410
117367  7.69    356.967497  4.175553    21.43   349.47  -32.58  1.05    0.627
117374  6.73    356.984796  -66.567478  20.71   -67.49  25.19   0.61    0.446
117399  9.64    357.062760  -19.071375  20.68   206.14  10.61   1.68    0.920
117452  4.59    357.231166  -28.130015  22.73   100.03  -104.04 1.12    0.001
117457  8.93    357.241207  0.438029    22.40   24.41   -203.61 1.57    0.753
117461  12.14   357.244709  9.865183    20.46   156.88  -52.02  4.20    1.500
117526  8.34    357.522826  2.876721    20.55   458.52  185.16  1.23    0.744
117551  6.47    357.592166  51.621707   24.68   121.19  -18.10  0.85    0.403
117570  7.62    357.643054  -51.705148  24.45   55.03   -109.53 2.38    0.764
117610  10.68   357.788028  -19.046731  21.53   52.35   13.57   16.62   0.490
